phase,domain,source_layer,target_layer,delta,capacity,baseline,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
decode,code,5,6,1,32,transition,504,8,0.9543650793650794,0.7321428571428571,4.0,4.1912681912681915,0.1868166003976143,0.6999407249833256
decode,code,5,7,2,8,domain_oracle,504,8,0.5084325396825397,0.0,1.0,1.966829268292683,0.0,1.0
decode,code,5,7,2,8,previous_window,504,8,0.5084325396825397,0.0,1.0,1.966829268292683,0.0004970178926441351,0.9991164126352993
decode,code,5,7,2,8,static,504,8,0.4494047619047619,0.0,1.0,2.225165562913907,0.0,1.0
decode,code,5,7,2,8,transition,504,8,0.7028769841269841,0.0496031746031746,1.0,1.4227240649258999,0.36456262425447317,0.5097309141046704
decode,code,5,7,2,16,domain_oracle,504,8,0.7197420634920635,0.1349206349206349,2.0,2.778773259820813,0.0,1.0
decode,code,5,7,2,16,previous_window,504,8,0.7189980158730159,0.13095238095238096,2.0,2.7816488444291134,0.00024850894632206757,0.9995582063176497
decode,code,5,7,2,16,static,504,8,0.6540178571428571,0.05555555555555555,2.0,3.0580204778157,0.0,1.0
decode,code,5,7,2,16,transition,504,8,0.8596230158730159,0.3869047619047619,2.0,2.326601269474899,0.2706262425447316,0.6067157079776723
decode,code,5,7,2,32,domain_oracle,504,8,0.9012896825396826,0.5119047619047619,4.0,4.438084755090809,0.0,1.0
decode,code,5,7,2,32,previous_window,504,8,0.8978174603174603,0.5178571428571429,4.0,4.45524861878453,0.0004348906560636183,0.9992173940484079
decode,code,5,7,2,32,static,504,8,0.8559027777777778,0.35714285714285715,4.0,4.67342799188641,0.0,1.0
decode,code,5,7,2,32,transition,504,8,0.9655257936507936,0.7658730158730159,4.0,4.142820446956075,0.18687872763419483,0.701667374603951
decode,code,5,8,3,8,domain_oracle,504,8,0.486359126984127,0.0,1.0,2.056093829678735,0.0,1.0
decode,code,5,8,3,8,previous_window,504,8,0.48387896825396826,0.0,1.0,2.0666324961558176,0.0004970178926441351,0.9991164126352993
decode,code,5,8,3,8,static,504,8,0.3993055555555556,0.0,1.0,2.5043478260869567,0.0,1.0
decode,code,5,8,3,8,transition,504,8,0.6505456349206349,0.027777777777777776,1.0,1.5371711780404118,0.37077534791252487,0.4949042122004344
decode,code,5,8,3,16,domain_oracle,504,8,0.6929563492063492,0.1746031746031746,2.0,2.886184681460272,0.0,1.0
decode,code,5,8,3,16,previous_window,504,8,0.6929563492063492,0.1746031746031746,2.0,2.886184681460272,0.0,1.0
decode,code,5,8,3,16,static,504,8,0.6066468253968254,0.0,2.0,3.2968111201962387,0.0,1.0
decode,code,5,8,3,16,transition,504,8,0.8509424603174603,0.3630952380952381,2.0,2.3503351792480327,0.3192097415506958,0.5620952066284997
decode,code,5,8,3,32,domain_oracle,504,8,0.8697916666666666,0.4027777777777778,4.0,4.598802395209581,0.0,1.0
