phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
prefill,__all__,3,512,8,30,0.3469901745763815,0.06666666666666667,0.2520457300646552,0.20985991379310345,0.28298424030172414,0.7498549944293668
prefill,__all__,4,256,8,60,0.2842633825684673,0.0,0.2560497219279661,0.21631686970338984,0.3322050450211864,0.6535920739453227
prefill,__all__,4,512,8,30,0.2932967415726036,0.0,0.25877222521551724,0.21044921875,0.30344995959051724,0.7070266639078208
prefill,__all__,5,256,8,60,0.2978674809183284,0.0,0.2719974841101695,0.22758044226694915,0.3473665916313559,0.6522538728655007
prefill,__all__,5,512,8,30,0.3119179670903809,0.0,0.27496969288793105,0.21901939655172414,0.3140069369612069,0.7103111201324576
prefill,__all__,6,256,8,60,0.29260419429910955,0.06666666666666667,0.2802320577330508,0.23731296345338984,0.3605419094279661,0.658089149570773
prefill,__all__,6,512,8,30,0.34517130379199346,0.06666666666666667,0.2828747979525862,0.23557044719827586,0.32678643588362066,0.7271194033902314
prefill,__all__,7,256,8,60,0.2800521512385919,0.0,0.2609325344279661,0.2147361626059322,0.3293663930084746,0.6567226945719347
prefill,__all__,7,512,8,30,0.3283521076624525,0.0,0.26350350215517243,0.21822804418103448,0.30090752963362066,0.7286936172917073
prefill,__all__,8,256,8,60,0.2665391106069072,0.0,0.2576883606991525,0.21208785752118645,0.3192200741525424,0.665144072820001
prefill,__all__,8,512,8,30,0.28990626232005545,0.0,0.2598077182112069,0.21337890625,0.2898875269396552,0.7426306955123396
prefill,__all__,9,256,8,60,0.2739204298526332,0.0,0.24214612023305085,0.2091747219279661,0.2999288268008475,0.6965432109699322
prefill,__all__,9,512,8,30,0.30700027941407254,0.0,0.24485620959051724,0.2057600350215517,0.2754916487068966,0.7543048845852866
prefill,__all__,10,256,8,60,0.2930647506918693,0.0,0.23078323622881355,0.20351396980932204,0.2865300582627119,0.7105337521236462
prefill,__all__,10,512,8,30,0.31252349183383665,0.0,0.23282596982758622,0.1962385506465517,0.26380657327586204,0.7511781690127984
prefill,__all__,11,256,8,60,0.33184292167343016,0.0,0.2610897775423729,0.2215141684322034,0.3319898702330508,0.6704860518559425
prefill,__all__,11,512,8,30,0.35239549722308344,0.0,0.26379815463362066,0.2145238415948276,0.30517578125,0.709530227333648
prefill,__all__,12,256,8,60,0.2647552071280885,0.0,0.2504303495762712,0.21447960805084745,0.3273636122881356,0.6585884097339205
prefill,__all__,12,512,8,30,0.25106158209606483,0.0,0.2526013604525862,0.20713227370689655,0.30029296875,0.6967274261368562
prefill,__all__,13,256,8,60,0.2934677375355341,0.0,0.2661381091101695,0.22725768008474576,0.3437748278601695,0.6585809555829041
prefill,__all__,13,512,8,30,0.2817267024163576,0.0,0.26922817887931033,0.21621598868534483,0.31573275862068967,0.6895615126747487
prefill,__all__,14,256,8,60,0.28673623927861214,0.0,0.24100403866525424,0.2099609375,0.319873874470339,0.663744900574541
prefill,__all__,14,512,8,30,0.2672622396760328,0.0,0.24349238954741378,0.1912883890086207,0.2921437230603448,0.6683221600170557
prefill,__all__,15,256,8,60,0.3207109274905885,0.0,0.2608746027542373,0.2222755561440678,0.3320229740466102,0.6745444698278382
prefill,__all__,15,512,8,30,0.2950957088888123,0.0,0.26324252424568967,0.2081256734913793,0.3055041082974138,0.691763270527314
prefill,code,0,256,8,18,0.5434343434343434,0.3333333333333333,0.31640625,0.3048885569852941,0.33409926470588236,0.9124384573590183
prefill,code,0,512,8,9,0.5717171717171717,0.45454545454545453,0.31488037109375,0.303863525390625,0.325225830078125,0.9339200092327262
prefill,code,1,256,8,18,0.5997623291740939,0.3333333333333333,0.3932100183823529,0.38467945772058826,0.40714039522058826,0.9438646199886813
prefill,code,1,512,8,9,0.7207070707070707,0.45454545454545453,0.393798828125,0.38812255859375,0.398834228515625,0.9729929223690249
prefill,code,2,256,8,18,0.8181818181818182,0.45454545454545453,0.44129136029411764,0.4348288143382353,0.44709329044117646,0.9722355696528678
prefill,code,2,512,8,9,0.8388888888888889,0.6,0.4423828125,0.437957763671875,0.44598388671875,0.9823684636655435
prefill,code,3,256,8,18,0.7117052881758764,0.45454545454545453,0.4183995863970588,0.4082605698529412,0.42491957720588236,0.9604171398135508
prefill,code,3,512,8,9,0.7555555555555555,0.6,0.419708251953125,0.4154052734375,0.42218017578125,0.9839398422929526
prefill,code,4,256,8,18,0.74640522875817,0.6,0.49715647977941174,0.4938534007352941,0.5060317095588235,0.9758601983376058
prefill,code,4,512,8,9,0.7888888888888889,0.6,0.4970703125,0.49578857421875,0.501434326171875,0.9888365542353075
prefill,code,5,256,8,18,0.6332739156268568,0.45454545454545453,0.5193301930147058,0.5078986672794118,0.5285500919117647,0.9611286493214874
prefill,code,5,512,8,9,0.7333333333333334,0.6,0.520111083984375,0.5142822265625,0.5244140625,0.9807901955503708
prefill,code,6,256,8,18,0.7502079619726678,0.45454545454545453,0.5069221047794118,0.4938821231617647,0.5106847426470589,0.9668969843301501
prefill,code,6,512,8,9,0.9166666666666666,0.7777777777777778,0.505950927734375,0.502166748046875,0.50634765625,0.991678804750389
prefill,code,7,256,8,18,0.6893642305407012,0.3333333333333333,0.4958065257352941,0.48104319852941174,0.5005170036764706,0.9608714864405262
prefill,code,7,512,8,9,0.8111111111111111,0.6,0.4979248046875,0.49420166015625,0.499267578125,0.9900618626518758
prefill,code,8,256,8,18,0.5865990218931395,0.23076923076923078,0.45315372242647056,0.43962545955882354,0.4658203125,0.9434624881497558
prefill,code,8,512,8,9,0.6984848484848485,0.45454545454545453,0.4554443359375,0.449859619140625,0.459320068359375,0.9798741023566445
prefill,code,9,256,8,18,0.5638740344622698,0.3333333333333333,0.45499195772058826,0.4450252757352941,0.470703125,0.9453585534981835
prefill,code,9,512,8,9,0.658080808080808,0.45454545454545453,0.456817626953125,0.451263427734375,0.4649658203125,0.9710326449366576
prefill,code,10,256,8,18,0.6285204991087344,0.3333333333333333,0.40929457720588236,0.40139590992647056,0.41903147977941174,0.9577766417155521
prefill,code,10,512,8,9,0.7666666666666666,0.6,0.411865234375,0.409393310546875,0.41644287109375,0.983060183051748
