checkpoint,phase,domain,source_layer,target_layer,delta,capacity,transition_selection_coverage,static_selection_coverage,selection_gain_over_static,transition_complete_coverage,static_complete_coverage,complete_gain_over_static
instruct,prefill,code,0,11,11,32,0.8874636979670861,0.8096563407550823,0.07780735721200382,0.5091965150048403,0.23814133591481124,0.2710551790900291
instruct,prefill,code,0,12,12,8,0.5249273959341723,0.4155372700871249,0.10939012584704738,0.011616650532429816,0.0,0.011616650532429816
instruct,prefill,code,0,12,12,16,0.7354791868344628,0.5959583736689255,0.13952081316553733,0.23039690222652467,0.0696999031945789,0.1606969990319458
instruct,prefill,code,0,12,12,32,0.8684656340755083,0.8322846079380445,0.03618102613746377,0.5256534365924492,0.4249757986447241,0.10067763794772511
instruct,prefill,code,0,13,13,8,0.5533639883833494,0.4701113262342691,0.08325266214908034,0.000968054211035818,0.00484027105517909,-0.0038722168441432717
instruct,prefill,code,0,13,13,16,0.7477008712487899,0.6899806389157793,0.0577202323330106,0.18393030009680542,0.08518877057115198,0.09874152952565343
instruct,prefill,code,0,13,13,32,0.8877057115198451,0.8059051306873185,0.08180058083252661,0.5237173281703775,0.2942884801548887,0.22942884801548885
instruct,prefill,code,0,14,14,8,0.5568731848983544,0.4346563407550823,0.12221684414327205,0.002904162633107454,0.0,0.002904162633107454
instruct,prefill,code,0,14,14,16,0.7221684414327202,0.5404162633107454,0.18175217812197475,0.1819941916747338,0.0,0.1819941916747338
instruct,prefill,code,0,14,14,32,0.861810261374637,0.7904162633107454,0.07139399806389157,0.4394966118102614,0.24588576960309777,0.19361084220716362
instruct,prefill,code,0,15,15,8,0.5292836398838335,0.4617618586640852,0.06752178121974833,0.00484027105517909,0.0,0.00484027105517909
instruct,prefill,code,0,15,15,16,0.7031703775411423,0.5330348499515973,0.17013552758954498,0.1393998063891578,0.00968054211035818,0.12971926427879962
instruct,prefill,code,0,15,15,32,0.861810261374637,0.7710551790900291,0.09075508228460794,0.4453049370764763,0.21684414327202323,0.22846079380445306
instruct,prefill,conversation,0,1,1,8,0.31146080760095013,0.14845605700712589,0.16300475059382424,0.0,0.0,0.0
instruct,prefill,conversation,0,1,1,16,0.5344418052256532,0.3078978622327791,0.22654394299287411,0.011876484560570071,0.0,0.011876484560570071
instruct,prefill,conversation,0,1,1,32,0.7603919239904988,0.6514251781472684,0.1089667458432304,0.16152019002375298,0.07125890736342043,0.09026128266033255
instruct,prefill,conversation,0,2,2,8,0.21852731591448932,0.1163895486935867,0.10213776722090262,0.0,0.0,0.0
instruct,prefill,conversation,0,2,2,16,0.40528503562945367,0.24376484560570072,0.16152019002375295,0.004750593824228029,0.0,0.004750593824228029
instruct,prefill,conversation,0,2,2,32,0.6837885985748219,0.5184085510688836,0.16538004750593827,0.1187648456057007,0.0332541567695962,0.0855106888361045
instruct,prefill,conversation,0,3,3,8,0.2758313539192399,0.14311163895486936,0.13271971496437054,0.0,0.0,0.0
instruct,prefill,conversation,0,3,3,16,0.5077197149643705,0.33640142517814725,0.17131828978622327,0.009501187648456057,0.0,0.009501187648456057
instruct,prefill,conversation,0,3,3,32,0.7880047505938242,0.6962589073634204,0.0917458432304038,0.20190023752969122,0.07600950118764846,0.12589073634204276
instruct,prefill,conversation,0,4,4,8,0.24346793349168647,0.17191211401425177,0.0715558194774347,0.0,0.0,0.0
instruct,prefill,conversation,0,4,4,16,0.4305225653206651,0.2998812351543943,0.13064133016627077,0.009501187648456057,0.0,0.009501187648456057
instruct,prefill,conversation,0,4,4,32,0.6784441805225653,0.5715558194774347,0.10688836104513055,0.07363420427553444,0.0332541567695962,0.04038004750593824
instruct,prefill,conversation,0,5,5,8,0.23604513064133018,0.1347980997624703,0.10124703087885986,0.0,0.0,0.0
instruct,prefill,conversation,0,5,5,16,0.4352731591448931,0.2648456057007126,0.17042755344418054,0.011876484560570071,0.0,0.011876484560570071
instruct,prefill,conversation,0,5,5,32,0.6490498812351544,0.5451306413301663,0.10391923990498808,0.057007125890736345,0.028503562945368172,0.028503562945368172
instruct,prefill,conversation,0,6,6,8,0.23070071258907363,0.18497624703087887,0.04572446555819476,0.0,0.0,0.0
instruct,prefill,conversation,0,6,6,16,0.43646080760095013,0.28652019002375295,0.14994061757719718,0.011876484560570071,0.0023752969121140144,0.009501187648456057
instruct,prefill,conversation,0,6,6,32,0.6811163895486936,0.5976840855106889,0.08343230403800472,0.10926365795724466,0.035629453681710214,0.07363420427553444
instruct,prefill,conversation,0,7,7,8,0.26157957244655583,0.15053444180522565,0.11104513064133018,0.0,0.0,0.0
instruct,prefill,conversation,0,7,7,16,0.44002375296912116,0.28176959619952496,0.1582541567695962,0.004750593824228029,0.0023752969121140144,0.0023752969121140144
instruct,prefill,conversation,0,7,7,32,0.6894299287410927,0.581353919239905,0.10807600950118768,0.10688836104513064,0.040380047505938245,0.0665083135391924
instruct,prefill,conversation,0,8,8,8,0.28800475059382424,0.14934679334916864,0.1386579572446556,0.0,0.0,0.0
instruct,prefill,conversation,0,8,8,16,0.498812351543943,0.31175771971496435,0.18705463182897863,0.047505938242280284,0.0,0.047505938242280284
instruct,prefill,conversation,0,8,8,32,0.7223871733966746,0.6033254156769596,0.11906175771971494,0.20902612826603326,0.10688836104513064,0.10213776722090262
instruct,prefill,conversation,0,9,9,8,0.2814726840855107,0.1324228028503563,0.1490498812351544,0.0,0.0,0.0
instruct,prefill,conversation,0,9,9,16,0.49049881235154397,0.25089073634204273,0.23960807600950124,0.021377672209026127,0.0023752969121140144,0.01900237529691211
instruct,prefill,conversation,0,9,9,32,0.7609857482185273,0.5697743467933492,0.19121140142517812,0.22802850356294538,0.011876484560570071,0.2161520190023753
instruct,prefill,conversation,0,10,10,8,0.28236342042755347,0.1330166270783848,0.14934679334916867,0.0,0.0,0.0
instruct,prefill,conversation,0,10,10,16,0.4750593824228028,0.2838479809976247,0.19121140142517812,0.023752969121140142,0.0,0.023752969121140142
instruct,prefill,conversation,0,10,10,32,0.7137767220902613,0.5742280285035629,0.1395486935866984,0.17814726840855108,0.04275534441805225,0.13539192399049882
instruct,prefill,conversation,0,11,11,8,0.22505938242280285,0.13212589073634204,0.09293349168646081,0.0,0.0,0.0
instruct,prefill,conversation,0,11,11,16,0.43260095011876487,0.2592042755344418,0.17339667458432306,0.007125890736342043,0.0023752969121140144,0.004750593824228029
instruct,prefill,conversation,0,11,11,32,0.6701306413301663,0.5635391923990499,0.10659144893111638,0.1021377672209026,0.03800475059382423,0.06413301662707838
instruct,prefill,conversation,0,12,12,8,0.2413895486935867,0.11045130641330166,0.13093824228028506,0.0,0.0,0.0
instruct,prefill,conversation,0,12,12,16,0.41538004750593827,0.25148456057007124,0.16389548693586703,0.014251781472684086,0.0,0.014251781472684086
instruct,prefill,conversation,0,12,12,32,0.6739904988123515,0.5676959619952494,0.1062945368171021,0.14726840855106887,0.04275534441805225,0.10451306413301661
instruct,prefill,conversation,0,13,13,8,0.22268408551068883,0.09916864608076009,0.12351543942992874,0.0,0.0,0.0
instruct,prefill,conversation,0,13,13,16,0.36371733966745845,0.24970308788598575,0.1140142517814727,0.004750593824228029,0.0023752969121140144,0.0023752969121140144
instruct,prefill,conversation,0,13,13,32,0.6573634204275535,0.5712589073634204,0.08610451306413303,0.1021377672209026,0.06175771971496437,0.04038004750593824
instruct,prefill,conversation,0,14,14,8,0.22951306413301661,0.10985748218527316,0.11965558194774345,0.0,0.0,0.0
instruct,prefill,conversation,0,14,14,16,0.41359857482185275,0.29602137767220904,0.11757719714964371,0.007125890736342043,0.0,0.007125890736342043
instruct,prefill,conversation,0,14,14,32,0.6769596199524941,0.5504750593824228,0.1264845605700713,0.10688836104513064,0.0332541567695962,0.07363420427553444
instruct,prefill,conversation,0,15,15,8,0.20783847980997625,0.11995249406175772,0.08788598574821853,0.0,0.0,0.0
instruct,prefill,conversation,0,15,15,16,0.39756532066508316,0.290083135391924,0.10748218527315917,0.007125890736342043,0.0,0.007125890736342043
instruct,prefill,conversation,0,15,15,32,0.6799287410926366,0.5902612826603325,0.08966745843230406,0.0855106888361045,0.04513064133016627,0.04038004750593824
instruct,prefill,general,0,1,1,8,0.34891666666666665,0.18916666666666668,0.15974999999999998,0.0,0.0,0.0
instruct,prefill,general,0,1,1,16,0.5679166666666666,0.3561666666666667,0.21174999999999994,0.04666666666666667,0.0006666666666666666,0.046
instruct,prefill,general,0,1,1,32,0.77275,0.6506666666666666,0.12208333333333343,0.18933333333333333,0.044,0.14533333333333331
instruct,prefill,general,0,2,2,8,0.26316666666666666,0.132,0.13116666666666665,0.0,0.0,0.0
instruct,prefill,general,0,2,2,16,0.47191666666666665,0.302,0.16991666666666666,0.021333333333333333,0.0,0.021333333333333333
instruct,prefill,general,0,2,2,32,0.7496666666666667,0.5960833333333333,0.1535833333333334,0.208,0.059333333333333335,0.14866666666666667
instruct,prefill,general,0,3,3,8,0.29925,0.15716666666666668,0.14208333333333334,0.0,0.0,0.0
instruct,prefill,general,0,3,3,16,0.5096666666666667,0.32558333333333334,0.18408333333333338,0.024,0.0,0.024
instruct,prefill,general,0,3,3,32,0.7703333333333333,0.6208333333333333,0.14949999999999997,0.21266666666666667,0.06266666666666666,0.15000000000000002
instruct,prefill,general,0,4,4,8,0.25783333333333336,0.18491666666666667,0.07291666666666669,0.0,0.0,0.0
instruct,prefill,general,0,4,4,16,0.47925,0.3284166666666667,0.15083333333333332,0.004,0.0,0.004
instruct,prefill,general,0,4,4,32,0.74775,0.6219166666666667,0.12583333333333335,0.15466666666666667,0.04,0.11466666666666667
instruct,prefill,general,0,5,5,8,0.22991666666666666,0.11016666666666666,0.11975,0.0,0.0,0.0
instruct,prefill,general,0,5,5,16,0.46275,0.26625,0.1965,0.0033333333333333335,0.0,0.0033333333333333335
instruct,prefill,general,0,5,5,32,0.7429166666666667,0.6125,0.13041666666666663,0.148,0.027333333333333334,0.12066666666666666
instruct,prefill,general,0,6,6,8,0.198,0.12958333333333333,0.06841666666666668,0.0,0.0,0.0
instruct,prefill,general,0,6,6,16,0.43191666666666667,0.28541666666666665,0.14650000000000002,0.008666666666666666,0.01,-0.001333333333333334
instruct,prefill,general,0,6,6,32,0.7528333333333334,0.6131666666666666,0.13966666666666672,0.15133333333333332,0.035333333333333335,0.11599999999999999
instruct,prefill,general,0,7,7,8,0.28008333333333335,0.15508333333333332,0.12500000000000003,0.0,0.0,0.0
instruct,prefill,general,0,7,7,16,0.49516666666666664,0.3065,0.18866666666666665,0.016666666666666666,0.0,0.016666666666666666
instruct,prefill,general,0,7,7,32,0.7393333333333333,0.6241666666666666,0.11516666666666664,0.13866666666666666,0.044,0.09466666666666666
instruct,prefill,general,0,8,8,8,0.2906666666666667,0.14975,0.1409166666666667,0.0,0.0,0.0
instruct,prefill,general,0,8,8,16,0.51175,0.30641666666666667,0.20533333333333337,0.026,0.0006666666666666666,0.025333333333333333
instruct,prefill,general,0,8,8,32,0.7699166666666667,0.6284166666666666,0.14150000000000007,0.23466666666666666,0.10733333333333334,0.12733333333333333
instruct,prefill,general,0,9,9,8,0.29575,0.148,0.14775000000000002,0.0,0.0,0.0
instruct,prefill,general,0,9,9,16,0.5228333333333334,0.2585,0.26433333333333336,0.026,0.0,0.026
instruct,prefill,general,0,9,9,32,0.80275,0.6101666666666666,0.19258333333333333,0.3453333333333333,0.034,0.31133333333333335
instruct,prefill,general,0,10,10,8,0.323,0.15466666666666667,0.16833333333333333,0.0,0.0,0.0
instruct,prefill,general,0,10,10,16,0.5291666666666667,0.31025,0.21891666666666665,0.019333333333333334,0.0,0.019333333333333334
instruct,prefill,general,0,10,10,32,0.7599166666666667,0.6085833333333334,0.15133333333333332,0.242,0.024,0.218
instruct,prefill,general,0,11,11,8,0.26908333333333334,0.16283333333333333,0.10625000000000001,0.0,0.0,0.0
instruct,prefill,general,0,11,11,16,0.49516666666666664,0.31758333333333333,0.17758333333333332,0.008,0.0033333333333333335,0.004666666666666666
instruct,prefill,general,0,11,11,32,0.743,0.6093333333333333,0.1336666666666667,0.18,0.044,0.136
instruct,prefill,general,0,12,12,8,0.30383333333333334,0.17158333333333334,0.13225,0.0,0.0,0.0
instruct,prefill,general,0,12,12,16,0.5064166666666666,0.33725,0.16916666666666663,0.020666666666666667,0.0,0.020666666666666667
instruct,prefill,general,0,12,12,32,0.7413333333333333,0.6155,0.12583333333333324,0.22133333333333333,0.04066666666666666,0.18066666666666667
instruct,prefill,general,0,13,13,8,0.24533333333333332,0.11833333333333333,0.127,0.0,0.0,0.0
instruct,prefill,general,0,13,13,16,0.4136666666666667,0.2843333333333333,0.12933333333333336,0.006,0.0006666666666666666,0.005333333333333333
instruct,prefill,general,0,13,13,32,0.70175,0.6171666666666666,0.08458333333333334,0.13466666666666666,0.052,0.08266666666666667
instruct,prefill,general,0,14,14,8,0.2713333333333333,0.13741666666666666,0.13391666666666666,0.0,0.0,0.0
instruct,prefill,general,0,14,14,16,0.49616666666666664,0.3328333333333333,0.16333333333333333,0.022,0.0,0.022
instruct,prefill,general,0,14,14,32,0.7396666666666667,0.62,0.1196666666666667,0.19133333333333333,0.06933333333333333,0.122
instruct,prefill,general,0,15,15,8,0.24575,0.13958333333333334,0.10616666666666666,0.0,0.0,0.0
instruct,prefill,general,0,15,15,16,0.49475,0.3700833333333333,0.1246666666666667,0.016666666666666666,0.0,0.016666666666666666
instruct,prefill,general,0,15,15,32,0.76275,0.66225,0.10050000000000003,0.194,0.059333333333333335,0.13466666666666666
instruct,prefill,math,0,1,1,8,0.34205426356589147,0.17708333333333334,0.16497093023255813,0.0,0.0,0.0
instruct,prefill,math,0,1,1,16,0.5704941860465116,0.33430232558139533,0.23619186046511625,0.025193798449612403,0.0,0.025193798449612403
instruct,prefill,math,0,1,1,32,0.7914244186046512,0.6366279069767442,0.15479651162790697,0.23062015503875968,0.04844961240310078,0.1821705426356589
instruct,prefill,math,0,2,2,8,0.24249031007751937,0.13590116279069767,0.1065891472868217,0.0,0.0,0.0
instruct,prefill,math,0,2,2,16,0.4256298449612403,0.2546027131782946,0.1710271317829457,0.0,0.0,0.0
instruct,prefill,math,0,2,2,32,0.7388565891472868,0.5489341085271318,0.18992248062015504,0.12015503875968993,0.03488372093023256,0.08527131782945738
instruct,prefill,math,0,3,3,8,0.3645833333333333,0.20930232558139536,0.15528100775193796,0.0,0.0,0.0
instruct,prefill,math,0,3,3,16,0.5804263565891473,0.42950581395348836,0.15092054263565896,0.031007751937984496,0.0,0.031007751937984496
instruct,prefill,math,0,3,3,32,0.8132267441860465,0.7097868217054264,0.10343992248062006,0.21705426356589147,0.09883720930232558,0.1182170542635659
instruct,prefill,math,0,4,4,8,0.3023255813953488,0.20155038759689922,0.1007751937984496,0.0,0.0,0.0
instruct,prefill,math,0,4,4,16,0.5169573643410853,0.3817829457364341,0.13517441860465118,0.013565891472868217,0.0,0.013565891472868217
instruct,prefill,math,0,4,4,32,0.7875484496124031,0.6412306201550387,0.14631782945736438,0.17829457364341086,0.04844961240310078,0.1298449612403101
instruct,prefill,math,0,5,5,8,0.3502906976744186,0.2369186046511628,0.11337209302325582,0.0,0.0,0.0
instruct,prefill,math,0,5,5,16,0.5411821705426356,0.3561046511627907,0.1850775193798449,0.02131782945736434,0.0,0.02131782945736434
instruct,prefill,math,0,5,5,32,0.7710755813953488,0.6630329457364341,0.1080426356589147,0.15503875968992248,0.060077519379844964,0.09496124031007752
instruct,prefill,math,0,6,6,8,0.3873546511627907,0.32994186046511625,0.057412790697674465,0.0,0.0,0.0
instruct,prefill,math,0,6,6,16,0.5944767441860465,0.4532461240310077,0.14123062015503873,0.03294573643410853,0.003875968992248062,0.029069767441860468
instruct,prefill,math,0,6,6,32,0.8396317829457365,0.7296511627906976,0.10998062015503884,0.27906976744186046,0.04844961240310078,0.23062015503875968
instruct,prefill,math,0,7,7,8,0.344234496124031,0.22843992248062014,0.11579457364341086,0.0,0.0,0.0
instruct,prefill,math,0,7,7,16,0.5239825581395349,0.35707364341085274,0.16690891472868213,0.046511627906976744,0.0,0.046511627906976744
instruct,prefill,math,0,7,7,32,0.7681686046511628,0.6400193798449613,0.1281492248062015,0.17829457364341086,0.046511627906976744,0.13178294573643412
instruct,prefill,math,0,8,8,8,0.39898255813953487,0.25242248062015504,0.14656007751937983,0.0,0.0,0.0
instruct,prefill,math,0,8,8,16,0.6170058139534884,0.42805232558139533,0.18895348837209308,0.09496124031007752,0.0,0.09496124031007752
instruct,prefill,math,0,8,8,32,0.8304263565891473,0.7141472868217055,0.11627906976744184,0.3236434108527132,0.18604651162790697,0.13759689922480622
instruct,prefill,math,0,9,9,8,0.35804263565891475,0.20857558139534885,0.1494670542635659,0.0,0.0,0.0
instruct,prefill,math,0,9,9,16,0.564922480620155,0.34568798449612403,0.219234496124031,0.03875968992248062,0.0,0.03875968992248062
instruct,prefill,math,0,9,9,32,0.815406976744186,0.6090116279069767,0.20639534883720934,0.32751937984496127,0.003875968992248062,0.3236434108527132
instruct,prefill,math,0,10,10,8,0.32146317829457366,0.16763565891472867,0.15382751937984498,0.0,0.0,0.0
instruct,prefill,math,0,10,10,16,0.5062984496124031,0.3376937984496124,0.16860465116279072,0.031007751937984496,0.0,0.031007751937984496
instruct,prefill,math,0,10,10,32,0.7805232558139535,0.6179748062015504,0.1625484496124031,0.2751937984496124,0.06589147286821706,0.20930232558139533
instruct,prefill,math,0,11,11,8,0.3175872093023256,0.22601744186046513,0.09156976744186046,0.0,0.0,0.0
instruct,prefill,math,0,11,11,16,0.5736434108527132,0.40382751937984496,0.16981589147286824,0.0562015503875969,0.015503875968992248,0.040697674418604654
instruct,prefill,math,0,11,11,32,0.8042635658914729,0.6962209302325582,0.1080426356589147,0.28294573643410853,0.1182170542635659,0.16472868217054265
instruct,prefill,math,0,12,12,8,0.29530038759689925,0.1739341085271318,0.12136627906976746,0.0,0.0,0.0
instruct,prefill,math,0,12,12,16,0.47698643410852715,0.32533914728682173,0.15164728682170542,0.02131782945736434,0.0,0.02131782945736434
instruct,prefill,math,0,12,12,32,0.7759205426356589,0.6569767441860465,0.11894379844961245,0.2771317829457364,0.1182170542635659,0.15891472868217055
instruct,prefill,math,0,13,13,8,0.3018410852713178,0.18580426356589147,0.11603682170542634,0.0,0.0,0.0
instruct,prefill,math,0,13,13,16,0.4530038759689923,0.35755813953488375,0.09544573643410853,0.01937984496124031,0.0,0.01937984496124031
instruct,prefill,math,0,13,13,32,0.7562984496124031,0.6627906976744186,0.09350775193798455,0.20348837209302326,0.09883720930232558,0.10465116279069768
instruct,prefill,math,0,14,14,8,0.21996124031007752,0.12281976744186046,0.09714147286821706,0.0,0.0,0.0
instruct,prefill,math,0,14,14,16,0.4377422480620155,0.3076550387596899,0.1300872093023256,0.009689922480620155,0.0,0.009689922480620155
instruct,prefill,math,0,14,14,32,0.7412790697674418,0.6126453488372093,0.1286337209302325,0.20930232558139536,0.025193798449612403,0.18410852713178297
instruct,prefill,math,0,15,15,8,0.2601744186046512,0.17708333333333334,0.08309108527131784,0.0,0.0,0.0
instruct,prefill,math,0,15,15,16,0.4416182170542636,0.34156976744186046,0.10004844961240311,0.031007751937984496,0.0,0.031007751937984496
instruct,prefill,math,0,15,15,32,0.6940406976744186,0.6012596899224806,0.09278100775193798,0.07751937984496124,0.031007751937984496,0.046511627906976744
instruct,prefill,__domain_balanced__,0,1,1,8,0.36777274568780594,0.21416780176388217,0.15360494392392376,0.0,0.0,0.0
instruct,prefill,__domain_balanced__,0,1,1,16,0.5810580337973894,0.36663551807325967,0.21442251572412974,0.04029532163992865,0.00016666666666666666,0.04012865497326198
instruct,prefill,__domain_balanced__,0,1,1,32,0.7872161258230372,0.6511247588576408,0.1360913669653965,0.21313221437146876,0.06149828192614143,0.1516339324453273
instruct,prefill,__domain_balanced__,0,2,2,8,0.3049570121772536,0.19853516577039346,0.10642184640686009,0.000484027105517909,0.0,0.000484027105517909
instruct,prefill,__domain_balanced__,0,2,2,16,0.49390730598181354,0.33029518108031636,0.16361212490149718,0.0338685132511522,0.0002420135527589545,0.03362649969839324
instruct,prefill,__domain_balanced__,0,2,2,32,0.7535389994151996,0.6007548525401785,0.15278414687502126,0.19425659258215114,0.07446218804386652,0.11979440453828463
instruct,prefill,__domain_balanced__,0,3,3,8,0.3536238194414105,0.21815024008534079,0.1354735793560697,0.0,0.0,0.0
instruct,prefill,__domain_balanced__,0,3,3,16,0.5694374536741168,0.40513304969901087,0.16430440397510593,0.03185811582594218,0.0,0.03185811582594218
instruct,prefill,__domain_balanced__,0,3,3,32,0.8086160376188141,0.6908920792501094,0.11772395836870464,0.25471071304414417,0.08019150982643027,0.1745192032177139
instruct,prefill,__domain_balanced__,0,4,4,8,0.33982249133873205,0.23718675721950283,0.10263573411922922,0.001452081316553727,0.0,0.001452081316553727
instruct,prefill,__domain_balanced__,0,4,4,16,0.5430329180398326,0.40414170269285876,0.1388912153469738,0.03435631479485188,0.003872216844143272,0.03048409795070861
instruct,prefill,__domain_balanced__,0,4,4,32,0.7810494039035388,0.6685620302049884,0.11248737369855047,0.22096154265656756,0.08560503232221586,0.1353565103343517
instruct,prefill,__domain_balanced__,0,5,5,8,0.3517821460108507,0.24093308865584456,0.11084905735500616,0.0,0.0,0.0
instruct,prefill,__domain_balanced__,0,5,5,16,0.5482391349388231,0.385643239433688,0.16259589550513512,0.0555985139675362,0.005808325266214908,0.04979018870132129
instruct,prefill,__domain_balanced__,0,5,5,32,0.7615676475227435,0.6624505047046947,0.09911714281804893,0.20593596316670393,0.10714898145577893,0.098786981710925
instruct,prefill,__domain_balanced__,0,6,6,8,0.3445632117027289,0.2874261830534115,0.05713702864931741,0.0007260406582768635,0.0,0.0007260406582768635
instruct,prefill,__domain_balanced__,0,6,6,16,0.5656167491923122,0.43308664547077314,0.13253010372153912,0.07290755589403912,0.028506185304744924,0.044401370589294206
instruct,prefill,__domain_balanced__,0,6,6,32,0.8008191421878218,0.6991562144632136,0.10166292772460811,0.2856911330519383,0.11092764002878583,0.17476349302315242
instruct,prefill,__domain_balanced__,0,7,7,8,0.3616001975234147,0.23585590552773766,0.12574429199567705,0.002420135527589545,0.0,0.002420135527589545
instruct,prefill,__domain_balanced__,0,7,7,16,0.5514764487032692,0.39676054368768643,0.1547159050155828,0.07603352897265275,0.01487262384080682,0.06116090513184594
instruct,prefill,__domain_balanced__,0,7,7,32,0.7765139444161503,0.6702729391629558,0.10624100525319449,0.24850838291382626,0.12250994692680087,0.12599843598702537
instruct,prefill,__domain_balanced__,0,8,8,8,0.3727109285063472,0.23752889884083045,0.13518202966551676,0.0007260406582768635,0.0,0.0007260406582768635
instruct,prefill,__domain_balanced__,0,8,8,16,0.5851652746754228,0.4064320410110857,0.17873323366433702,0.092455613611952,0.0035548564052920294,0.08890075720665996
instruct,prefill,__domain_balanced__,0,8,8,32,0.8036980380304988,0.6833503674607424,0.12034767056975629,0.33123385783551107,0.17339715798755595,0.15783669984795512
instruct,prefill,__domain_balanced__,0,9,9,8,0.36662126701258263,0.2185407383653953,0.14808052864718735,0.002904162633107454,0.0,0.002904162633107454
instruct,prefill,__domain_balanced__,0,9,9,16,0.5791897456372455,0.36802306839928034,0.21116667723796517,0.08469987780296381,0.013662556077012047,0.07103732172595177
instruct,prefill,__domain_balanced__,0,9,9,32,0.8179826802726241,0.6398204449496862,0.17816223532293793,0.3762367611068976,0.07560365065829167,0.30063311044860597
instruct,prefill,__domain_balanced__,0,10,10,8,0.35271342606000905,0.20010756972351232,0.15260585633649673,0.0016940948693126815,0.0,0.0016940948693126815
instruct,prefill,__domain_balanced__,0,10,10,16,0.544559972690957,0.35567906780469405,0.18888090488626297,0.05918179046161885,0.0,0.05918179046161885
instruct,prefill,__domain_balanced__,0,10,10,32,0.7750740062540467,0.6335520599186146,0.14152194633543205,0.2822573383505525,0.06680158815506201,0.2154557501954905
instruct,prefill,__domain_balanced__,0,11,11,8,0.3358886768115661,0.2401788228232902,0.09570985398827586,0.006534365924491772,0.0,0.006534365924491772
instruct,prefill,__domain_balanced__,0,11,11,16,0.5614914306752671,0.39024090694089825,0.1712505237343688,0.069622760571401,0.017887831297075534,0.05173492927432546
instruct,prefill,__domain_balanced__,0,11,11,32,0.7762144762971813,0.6696874491800059,0.1065270271171754,0.26857000466496284,0.10959078519305034,0.15897921947191251
instruct,prefill,__domain_balanced__,0,12,12,8,0.34136266638949786,0.21787650459022292,0.12348616179927498,0.002904162633107454,0.0,0.002904162633107454
instruct,prefill,__domain_balanced__,0,12,12,16,0.5335655837788987,0.3775080203814546,0.1560575633974441,0.07165829495580994,0.017424975798644726,0.05423331915716522
instruct,prefill,__domain_balanced__,0,12,12,32,0.764927502214213,0.6681143285298351,0.09681317368437789,0.29284674035564695,0.15665371599825223,0.13619302435739472
instruct,prefill,__domain_balanced__,0,13,13,8,0.3308056231246723,0.2183543923035635,0.11245123082110886,0.0002420135527589545,0.0012100677637947724,-0.0009680542110358179
instruct,prefill,__domain_balanced__,0,13,13,16,0.49452218838797685,0.3953937999174955,0.0991283884704813,0.05351518472056844,0.022057683537483167,0.031457501183085275
instruct,prefill,__domain_balanced__,0,13,13,32,0.7507793953899504,0.664280350597956,0.08649904479199438,0.2410025335377425,0.12672085229304467,0.11428168124469786
instruct,prefill,__domain_balanced__,0,14,14,8,0.31942020566869544,0.20118756426222065,0.1182326414064748,0.0007260406582768635,0.0,0.0007260406582768635
instruct,prefill,__domain_balanced__,0,14,14,16,0.5174189827458138,0.36923150326899445,0.14818747947681934,0.055202501222924,0.0,0.055202501222924
instruct,prefill,__domain_balanced__,0,14,14,32,0.7549289044403099,0.6433841678825944,0.11154473655771552,0.2367551579425302,0.09341676453890993,0.14333839340362026
instruct,prefill,__domain_balanced__,0,15,15,8,0.31076163457461525,0.2245952548481274,0.08616637972648784,0.0012100677637947724,0.0,0.0012100677637947724
instruct,prefill,__domain_balanced__,0,15,15,16,0.5092759788151222,0.3836927715296788,0.12558320728544348,0.04855002893253775,0.002420135527589545,0.046129893404948205
instruct,prefill,__domain_balanced__,0,15,15,32,0.749632425035423,0.6562065379182105,0.0934258871172125,0.2005837514393855,0.08807896746837683,0.11250478397100867
