phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
prefill,math,3,512,8,3,0.6,0.6,0.294677734375,0.2784423828125,0.2972412109375,0.9375023622217302
prefill,math,4,256,8,7,0.5865319865319866,0.45454545454545453,0.3382161458333333,0.324462890625,0.345703125,0.9382546491523848
prefill,math,4,512,8,3,0.6888888888888889,0.6,0.335205078125,0.328857421875,0.3397216796875,0.9691200368484246
prefill,math,5,256,8,7,0.6107744107744107,0.45454545454545453,0.369140625,0.3570149739583333,0.3798828125,0.9395331596114121
prefill,math,5,512,8,3,0.6888888888888889,0.6,0.36474609375,0.3621826171875,0.366455078125,0.9880647396379271
prefill,math,6,256,8,7,0.7185185185185184,0.6,0.404541015625,0.3978678385416667,0.4077962239583333,0.9757494222843596
prefill,math,6,512,8,3,0.8888888888888888,0.7777777777777778,0.40771484375,0.400634765625,0.40771484375,0.9828706438275251
prefill,math,7,256,8,7,0.48686868686868684,0.3333333333333333,0.3260091145833333,0.31298828125,0.3355305989583333,0.933136977184553
prefill,math,7,512,8,3,0.6888888888888889,0.6,0.3272705078125,0.320556640625,0.3291015625,0.9740571606584698
prefill,math,8,256,8,7,0.6888888888888888,0.6,0.3404134114583333,0.3291829427083333,0.34228515625,0.9626361371609377
prefill,math,8,512,8,3,0.8888888888888888,0.7777777777777778,0.338623046875,0.338623046875,0.3394775390625,0.9974802015838733
prefill,math,9,256,8,7,0.6774410774410775,0.45454545454545453,0.2921549479166667,0.285888671875,0.294189453125,0.9719635883841891
prefill,math,9,512,8,3,0.8888888888888888,0.7777777777777778,0.2899169921875,0.2899169921875,0.2901611328125,0.9991386735572783
prefill,math,10,256,8,7,0.503030303030303,0.45454545454545453,0.2517903645833333,0.24479166666666666,0.260009765625,0.9416794777554878
prefill,math,10,512,8,3,0.6,0.6,0.2537841796875,0.250244140625,0.2569580078125,0.9738027469052137
prefill,math,11,256,8,7,0.6646464646464646,0.45454545454545453,0.3321126302083333,0.3248697916666667,0.3361002604166667,0.9662304818739745
prefill,math,11,512,8,3,0.6888888888888889,0.6,0.3311767578125,0.3280029296875,0.332763671875,0.9857121619525312
prefill,math,12,256,8,7,0.7481481481481481,0.6,0.3409830729166667,0.3346354166666667,0.34619140625,0.9664095241667782
prefill,math,12,512,8,3,0.7777777777777778,0.7777777777777778,0.3406982421875,0.34228515625,0.3472900390625,0.9857164820432102
prefill,math,13,256,8,7,0.6404040404040404,0.45454545454545453,0.3123372395833333,0.3068033854166667,0.3194173177083333,0.960396823144179
prefill,math,13,512,8,3,0.6888888888888889,0.6,0.304931640625,0.2999267578125,0.31103515625,0.9638640122858784
prefill,math,14,256,8,7,0.5070707070707071,0.3333333333333333,0.2576497395833333,0.24983723958333334,0.2691243489583333,0.9273467135534893
prefill,math,14,512,8,3,0.6,0.6,0.252197265625,0.242919921875,0.257080078125,0.9448340801350736
prefill,math,15,256,8,7,0.47205387205387206,0.3333333333333333,0.280029296875,0.2665201822916667,0.2886555989583333,0.922756582291654
prefill,math,15,512,8,3,0.7777777777777778,0.7777777777777778,0.2750244140625,0.2637939453125,0.2763671875,0.9563612808278961
